filepath,persona,problem_num,run_num,leetcode_id,title,difficulty,category,cc_average,cc_max,cc_total,cc_blocks,mi_score,mi_rank,hal_vocabulary,hal_length,hal_volume,hal_difficulty,hal_effort,hal_time,hal_bugs,pylint_score,pylint_convention,pylint_refactor,pylint_warning,pylint_error,pylint_total_issues,bandit_high,bandit_medium,bandit_low,bandit_total,bandit_confidence_high,lines_of_code,blank_lines,comment_lines,has_docstring,has_type_hints
code_samples_n5/problem_002_min_stack/senior_run3.py,senior,2,3,155,Min Stack,Medium,System Design,2.1666666666666665,3,13,6,71.85571663851215,A,15,22,85.95159310338741,2.1818181818181817,187.53074858920888,10.418374921622716,0.02865053103446247,4.78,11,0,1,0,12,0,0,0,0,0,54,17,1,True,True
code_samples_n5/problem_002_min_stack/senior_run4.py,senior,2,4,155,Min Stack,Medium,System Design,2.1666666666666665,3,13,6,75.82204645010184,A,15,22,85.95159310338741,2.1818181818181817,187.53074858920888,10.418374921622716,0.02865053103446247,4.78,11,0,1,0,12,0,0,0,0,0,50,17,1,True,True
code_samples_n5/problem_002_min_stack/senior_run5.py,senior,2,5,155,Min Stack,Medium,System Design,2.5,4,15,6,73.74177259762239,A,22,28,124.86408532184433,3.0,374.592255965533,20.810680886974055,0.04162136177394811,4.35,12,0,1,0,13,0,0,0,0,0,50,18,2,True,True
code_samples_n5/problem_003_implement_trie/vibecoder_run1.py,vibecoder,3,1,208,Implement Trie,Medium,System Design,2.6,3,13,5,57.34779657305409,A,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,9.17,2,0,0,0,2,0,0,0,0,0,24,3,0,False,False
code_samples_n5/problem_003_implement_trie/vibecoder_run2.py,vibecoder,3,2,208,Implement Trie,Medium,System Design,2.6,3,13,5,57.34779657305409,A,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,9.17,2,0,0,0,2,0,0,0,0,0,24,3,0,False,False
code_samples_n5/problem_003_implement_trie/vibecoder_run3.py,vibecoder,3,3,208,Implement Trie,Medium,System Design,2.6,3,13,5,57.34779657305409,A,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,6.67,8,0,0,0,8,0,0,0,0,0,21,3,0,False,False
code_samples_n5/problem_003_implement_trie/vibecoder_run4.py,vibecoder,3,4,208,Implement Trie,Medium,System Design,2.6,3,13,5,57.34779657305409,A,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,7.92,5,0,0,0,5,0,0,0,0,0,21,3,0,False,False
code_samples_n5/problem_003_implement_trie/vibecoder_run5.py,vibecoder,3,5,208,Implement Trie,Medium,System Design,2.6,3,13,5,57.34779657305409,A,9,12,38.03910001730775,1.1428571428571428,43.47325716263743,2.415180953479857,0.012679700005769252,6.67,8,0,0,0,8,0,0,0,0,0,21,3,0,False,False
code_samples_n5/problem_003_implement_trie/senior_run1.py,senior,3,1,208,Implement Trie,Medium,System Design,2.375,4,19,8,72.8662480992946,A,17,21,85.83671966625714,2.0,171.67343933251428,9.537413296250794,0.02861223988875238,6.56,10,1,0,0,11,0,0,0,0,0,65,23,0,True,True
code_samples_n5/problem_003_implement_trie/senior_run2.py,senior,3,2,208,Implement Trie,Medium,System Design,2.375,4,19,8,71.70966995547019,A,17,21,85.83671966625714,2.0,171.67343933251428,9.537413296250794,0.02861223988875238,6.67,10,1,0,0,11,0,0,0,0,0,71,26,3,True,True
code_samples_n5/problem_003_implement_trie/senior_run3.py,senior,3,3,208,Implement Trie,Medium,System Design,2.375,4,19,8,72.90840839539794,A,20,27,116.69205856195879,2.8333333333333335,330.62749925888323,18.36819440327129,0.03889735285398626,6.67,10,1,0,0,11,0,0,0,0,0,68,23,3,True,True
code_samples_n5/problem_003_implement_trie/senior_run4.py,senior,3,4,208,Implement Trie,Medium,System Design,2.375,4,19,8,71.84295774997037,A,19,24,101.95026032264605,2.6785714285714284,273.08105443565904,15.171169690869947,0.03398342010754868,6.56,10,1,0,0,11,0,0,0,0,0,67,23,0,True,True
code_samples_n5/problem_003_implement_trie/senior_run5.py,senior,3,5,208,Implement Trie,Medium,System Design,2.375,4,19,8,72.36611475016538,A,17,21,85.83671966625714,2.0,171.67343933251428,9.537413296250794,0.02861223988875238,6.56,10,1,0,0,11,0,0,0,0,0,67,24,0,True,True
code_samples_n5/problem_004_design_twitter/vibecoder_run1.py,vibecoder,4,1,355,Design Twitter,Medium,System Design,2.3333333333333335,5,14,6,57.70138164061031,A,9,9,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,5.6,11,0,0,0,11,0,0,0,0,0,21,5,0,False,False
code_samples_n5/problem_004_design_twitter/vibecoder_run2.py,vibecoder,4,2,355,Design Twitter,Medium,System Design,2.3333333333333335,5,14,6,57.70138164061031,A,9,9,28.529325012980813,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,7.2,7,0,0,0,7,0,0,0,0,0,21,5,0,False,False
code_samples_n5/problem_004_design_twitter/vibecoder_run3.py,vibecoder,4,3,355,Design Twitter,Medium,System Design,2.5,5,15,6,53.553915448388686,A,16,21,84.0,2.3333333333333335,196.0,10.88888888888889,0.028,6.92,8,0,0,0,8,0,0,0,0,0,21,4,0,False,False
code_samples_n5/problem_004_design_twitter/vibecoder_run4.py,vibecoder,4,4,355,Design Twitter,Medium,System Design,1.6666666666666667,4,10,6,59.898487400767905,A,9,10,31.699250014423125,1.5,47.548875021634686,2.6416041678685938,0.010566416671474375,6.5,7,0,0,0,7,0,0,0,0,0,20,5,0,False,False
code_samples_n5/problem_004_design_twitter/vibecoder_run5.py,vibecoder,4,5,355,Design Twitter,Medium,System Design,2.3333333333333335,5,14,6,56.31738748544288,A,11,13,44.97261104228487,2.2857142857142856,102.79453952522255,5.710807751401252,0.01499087034742829,8.8,3,0,0,0,3,0,0,0,0,0,25,5,0,False,False
code_samples_n5/problem_004_design_twitter/senior_run1.py,senior,4,1,355,Design Twitter,Medium,System Design,2.5,6,15,6,72.32948392692013,A,18,20,83.39850002884624,3.25,271.0451250937503,15.05806250520835,0.027799500009615414,2.94,21,0,3,0,24,0,0,0,0,0,67,18,3,True,True
code_samples_n5/problem_004_design_twitter/senior_run2.py,senior,4,2,355,Design Twitter,Medium,System Design,2.142857142857143,6,15,7,68.23898414085413,A,21,30,131.76952268336282,4.75,625.9052327459734,34.77251293033186,0.04392317422778761,4.05,19,0,3,0,22,0,0,0,0,0,79,20,5,True,True
code_samples_n5/problem_004_design_twitter/senior_run3.py,senior,4,3,355,Design Twitter,Medium,System Design,2.5,6,15,6,72.32948392692013,A,18,20,83.39850002884624,3.25,271.0451250937503,15.05806250520835,0.027799500009615414,3.24,21,0,2,0,23,0,0,0,0,0,68,17,4,True,True
code_samples_n5/problem_004_design_twitter/senior_run4.py,senior,4,4,355,Design Twitter,Medium,System Design,4.0,7,24,6,67.27507521098207,A,38,61,320.1235783200587,7.142857142857143,2286.5969880004195,127.0331660000233,0.10670785944001956,4.55,23,0,1,0,24,0,0,0,0,0,84,25,7,True,True
code_samples_n5/problem_004_design_twitter/senior_run5.py,senior,4,5,355,Design Twitter,Medium,System Design,2.125,7,17,8,68.61405763994664,A,13,14,51.80615605397529,2.8125,145.70481390180552,8.09471188343364,0.01726871868465843,5.5,17,0,1,0,18,0,0,0,0,0,87,22,3,True,True
code_samples_n5/problem_006_time_based_key_value_store/vibecoder_run1.py,vibecoder,6,1,981,Time Based Key-Value Store,Medium,System Design,2.5,4,10,4,55.71655844658751,A,18,27,112.58797503894243,3.4615384615384617,389.7276059040315,21.651533661335083,0.03752932501298081,7.5,5,0,0,0,5,0,0,0,0,0,19,2,0,False,False
code_samples_n5/problem_006_time_based_key_value_store/vibecoder_run2.py,vibecoder,6,2,981,Time Based Key-Value Store,Medium,System Design,2.0,3,8,4,64.87103433093603,A,8,9,27.0,1.8,48.6,2.7,0.009,6.92,4,0,0,0,4,0,0,0,0,0,12,3,0,False,False
code_samples_n5/problem_006_time_based_key_value_store/vibecoder_run3.py,vibecoder,6,3,981,Time Based Key-Value Store,Medium,System Design,2.0,3,8,4,64.87103433093603,A,8,9,27.0,1.8,48.6,2.7,0.009,6.92,4,0,0,0,4,0,0,0,0,0,12,3,0,False,False
code_samples_n5/problem_006_time_based_key_value_store/vibecoder_run4.py,vibecoder,6,4,981,Time Based Key-Value Store,Medium,System Design,2.0,3,8,4,64.87103433093603,A,8,9,27.0,1.8,48.6,2.7,0.009,6.92,4,0,0,0,4,0,0,0,0,0,12,3,0,False,False
code_samples_n5/problem_006_time_based_key_value_store/vibecoder_run5.py,vibecoder,6,5,981,Time Based Key-Value Store,Medium,System Design,2.5,4,10,4,55.71655844658751,A,18,27,112.58797503894243,3.4615384615384617,389.7276059040315,21.651533661335083,0.03752932501298081,7.5,5,0,0,0,5,0,0,0,0,0,19,2,0,False,False
code_samples_n5/problem_006_time_based_key_value_store/senior_run1.py,senior,6,1,981,Time Based Key-Value Store,Medium,System Design,3.25,5,13,4,72.76661157052273,A,18,24,100.07820003461549,2.8846153846153846,288.68711548446777,16.038173082470433,0.0333594000115385,3.81,11,0,2,0,13,0,0,0,0,0,49,13,6,True,True
code_samples_n5/problem_006_time_based_key_value_store/senior_run2.py,senior,6,2,981,Time Based Key-Value Store,Medium,System Design,4.5,6,18,4,77.40251718043038,A,27,37,175.93083758004835,3.2857142857142856,578.0584663344446,32.11435924080248,0.058643612526682785,5.2,11,0,1,0,12,0,0,0,0,0,48,14,5,True,True
code_samples_n5/problem_006_time_based_key_value_store/senior_run3.py,senior,6,3,981,Time Based Key-Value Store,Medium,System Design,4.2,6,21,5,69.29039888745427,A,31,45,222.9388339674094,3.9375,877.8216587466745,48.76786993037081,0.07431294465580314,5.0,15,0,1,0,16,0,0,0,0,0,79,20,11,True,True
code_samples_n5/problem_006_time_based_key_value_store/senior_run4.py,senior,6,4,981,Time Based Key-Value Store,Medium,System Design,4.0,6,20,5,67.86492650460357,A,29,40,194.3192398051029,3.8181818181818183,741.9461883467566,41.21923268593092,0.0647730799350343,5.36,12,0,1,0,13,0,0,0,0,0,65,18,5,True,True
code_samples_n5/problem_006_time_based_key_value_store/senior_run5.py,senior,6,5,981,Time Based Key-Value Store,Medium,System Design,3.0,4,12,4,70.4262049719411,A,19,23,97.70233280920246,3.4615384615384617,338.2003828010854,18.788910155615856,0.03256744426973415,4.21,9,0,2,0,11,0,0,0,0,0,47,12,4,True,True
code_samples_n5/problem_007_find_median_from_data_stream/vibecoder_run1.py,vibecoder,7,1,295,Find Median from Data Stream,Hard,System Design,3.25,5,13,4,53.410452203420036,A,32,44,220.0,3.78,831.5999999999999,46.199999999999996,0.07333333333333333,7.37,4,1,0,0,5,0,0,0,0,0,21,4,0,False,False
code_samples_n5/problem_007_find_median_from_data_stream/vibecoder_run2.py,vibecoder,7,2,295,Find Median from Data Stream,Hard,System Design,3.25,5,13,4,53.410452203420036,A,32,44,220.0,3.78,831.5999999999999,46.199999999999996,0.07333333333333333,7.37,4,1,0,0,5,0,0,0,0,0,21,4,0,False,False
code_samples_n5/problem_007_find_median_from_data_stream/vibecoder_run3.py,vibecoder,7,3,295,Find Median from Data Stream,Hard,System Design,3.25,5,13,4,54.84394629171299,A,33,44,221.95334125177195,4.32,958.8384342076548,53.26880190042527,0.07398444708392399,7.65,4,0,0,0,4,0,0,0,0,0,18,4,0,False,False
code_samples_n5/problem_007_find_median_from_data_stream/vibecoder_run4.py,vibecoder,7,4,295,Find Median from Data Stream,Hard,System Design,3.25,5,13,4,53.410452203420036,A,32,44,220.0,3.78,831.5999999999999,46.199999999999996,0.07333333333333333,7.37,4,1,0,0,5,0,0,0,0,0,21,4,0,False,False
code_samples_n5/problem_007_find_median_from_data_stream/vibecoder_run5.py,vibecoder,7,5,295,Find Median from Data Stream,Hard,System Design,3.25,5,13,4,53.87267481134098,A,32,44,220.0,3.78,831.5999999999999,46.199999999999996,0.07333333333333333,7.37,4,1,0,0,5,0,0,0,0,0,20,4,0,False,False
code_samples_n5/problem_007_find_median_from_data_stream/senior_run1.py,senior,7,1,295,Find Median from Data Stream,Hard,System Design,3.0,4,12,4,76.58103414735879,A,23,29,131.18329672565338,3.0,393.54989017696016,21.863882787608897,0.04372776557521779,5.45,10,0,0,0,10,0,0,0,0,0,46,13,5,True,True
code_samples_n5/problem_007_find_median_from_data_stream/senior_run2.py,senior,7,2,295,Find Median from Data Stream,Hard,System Design,3.5,6,14,4,76.31202829940558,A,23,29,131.18329672565338,3.0,393.54989017696016,21.863882787608897,0.04372776557521779,4.55,11,0,1,0,12,0,0,0,0,0,46,14,5,True,True
code_samples_n5/problem_007_find_median_from_data_stream/senior_run3.py,senior,7,3,295,Find Median from Data Stream,Hard,System Design,2.5,4,10,4,76.10950519244561,A,24,29,132.96391252091354,3.5,465.3736938231974,25.854094101288744,0.044321304173637846,4.76,10,0,1,0,11,0,0,0,0,0,45,13,5,True,True
code_samples_n5/problem_007_find_median_from_data_stream/senior_run4.py,senior,7,4,295,Find Median from Data Stream,Hard,System Design,3.0,4,12,4,76.58103414735879,A,23,29,131.18329672565338,3.0,393.54989017696016,21.863882787608897,0.04372776557521779,5.0,10,0,1,0,11,0,0,0,0,0,46,12,5,True,True
code_samples_n5/problem_007_find_median_from_data_stream/senior_run5.py,senior,7,5,295,Find Median from Data Stream,Hard,System Design,3.0,4,12,4,76.58103414735879,A,23,29,131.18329672565338,3.0,393.54989017696016,21.863882787608897,0.04372776557521779,5.0,10,0,1,0,11,0,0,0,0,0,46,12,5,True,True
code_samples_n5/problem_008_lfu_cache/vibecoder_run1.py,vibecoder,8,1,460,LFU Cache,Hard,System Design,2.6,4,13,5,49.806005474146936,A,23,31,140.2304206377674,5.333333333333333,747.8955767347594,41.54975426304219,0.04674347354592247,9.71,1,0,0,0,1,0,0,0,0,0,35,4,0,False,False
code_samples_n5/problem_008_lfu_cache/vibecoder_run2.py,vibecoder,8,2,460,LFU Cache,Hard,System Design,3.25,4,13,4,50.58747823000214,A,21,31,136.16184010614157,6.153846153846154,837.9190160377943,46.55105644654413,0.04538728003538052,9.7,1,0,0,0,1,0,0,0,0,0,33,3,0,False,False
code_samples_n5/problem_008_lfu_cache/vibecoder_run3.py,vibecoder,8,3,460,LFU Cache,Hard,System Design,2.6,4,13,5,49.58254320429388,A,22,31,138.24238017775622,5.714285714285714,789.956458158607,43.88646989770039,0.046080793392585404,9.72,1,0,0,0,1,0,0,0,0,0,36,4,0,False,False
code_samples_n5/problem_008_lfu_cache/vibecoder_run4.py,vibecoder,8,4,460,LFU Cache,Hard,System Design,2.6,4,13,5,50.074521596854815,A,24,28,128.3789500201924,5.4,693.246330109039,38.51368500605773,0.042792983340064136,9.71,1,0,0,0,1,0,0,0,0,0,35,4,0,False,False
code_samples_n5/problem_008_lfu_cache/vibecoder_run5.py,vibecoder,8,5,460,LFU Cache,Hard,System Design,2.6,4,13,5,50.5441502594444,A,22,27,120.40465370320703,4.857142857142857,584.8226037012912,32.490144650071734,0.04013488456773568,7.94,7,0,0,0,7,0,0,0,0,0,31,4,0,False,False
code_samples_n5/problem_008_lfu_cache/senior_run1.py,senior,8,1,460,LFU Cache,Hard,System Design,2.375,4,19,8,73.2019292996829,A,26,33,155.11451069865606,5.5588235294117645,862.2541918248822,47.9030106569379,0.05170483689955202,6.38,15,1,1,0,17,0,0,0,0,0,83,25,6,True,True
code_samples_n5/problem_008_lfu_cache/senior_run2.py,senior,8,2,460,LFU Cache,Hard,System Design,2.6666666666666665,4,16,6,70.96289463171924,A,26,33,155.11451069865606,5.5588235294117645,862.2541918248822,47.9030106569379,0.05170483689955202,6.19,15,0,1,0,16,0,0,0,0,0,84,21,9,True,True
code_samples_n5/problem_008_lfu_cache/senior_run3.py,senior,8,3,460,LFU Cache,Hard,System Design,2.3333333333333335,4,14,6,69.68434476503035,A,27,34,161.66617507355795,6.470588235294118,1046.0752504759632,58.11529169310907,0.053888725024519316,5.24,19,0,1,0,20,0,0,0,0,0,86,25,12,True,True
code_samples_n5/problem_008_lfu_cache/senior_run4.py,senior,8,4,460,LFU Cache,Hard,System Design,2.0,5,26,13,67.38184158297403,A,31,44,217.98463765702255,5.931818181818182,1293.0452370109747,71.8358465006097,0.07266154588567418,7.12,20,1,0,0,21,0,0,0,0,0,127,32,9,True,True
code_samples_n5/problem_008_lfu_cache/senior_run5.py,senior,8,5,460,LFU Cache,Hard,System Design,3.1666666666666665,4,19,6,68.91927097270616,A,29,39,189.46125880997533,5.625,1065.7195808061113,59.20664337811729,0.06315375293665844,6.44,15,0,1,0,16,0,0,0,0,0,90,21,11,True,True
code_samples_n5/problem_009_all_o_one_data_structure/vibecoder_run1.py,vibecoder,9,1,432,All O'one Data Structure,Hard,System Design,4.166666666666667,9,25,6,44.84941860632252,A,30,40,196.27562382434076,5.571428571428571,1093.5356184498985,60.751978802772136,0.06542520794144692,8.64,5,1,0,0,6,0,0,0,0,0,46,6,0,False,False
code_samples_n5/problem_009_all_o_one_data_structure/vibecoder_run2.py,vibecoder,9,2,432,All O'one Data Structure,Hard,System Design,5.0,14,30,6,44.7620011161071,A,48,71,396.53233755120215,5.3076923076923075,2104.6716377717653,116.9262020984314,0.13217744585040073,9.12,3,0,0,0,3,0,0,0,0,0,35,5,0,False,False
code_samples_n5/problem_009_all_o_one_data_structure/vibecoder_run3.py,vibecoder,9,3,432,All O'one Data Structure,Hard,System Design,6.166666666666667,13,37,6,39.910792938528346,A,53,81,463.96155681961915,6.809523809523809,3159.35726786693,175.51984821482947,0.15465385227320638,9.39,3,0,0,0,3,0,0,0,0,0,51,4,0,False,False
code_samples_n5/problem_009_all_o_one_data_structure/vibecoder_run4.py,vibecoder,9,4,432,All O'one Data Structure,Hard,System Design,4.5,9,27,6,38.69206574782064,A,20,52,224.74026093414287,7.285714285714286,1637.393329663041,90.96629609239116,0.07491342031138096,7.61,15,1,0,0,16,0,0,0,0,0,64,4,0,False,False
code_samples_n5/problem_009_all_o_one_data_structure/vibecoder_run5.py,vibecoder,9,5,432,All O'one Data Structure,Hard,System Design,5.0,10,30,6,41.89151155885498,A,34,49,249.28567922126666,4.923076923076923,1227.2525746277745,68.18069859043192,0.08309522640708888,9.02,5,0,0,0,5,0,0,0,0,0,55,6,0,False,True
code_samples_n5/problem_009_all_o_one_data_structure/senior_run1.py,senior,9,1,432,All O'one Data Structure,Hard,System Design,2.3,5,23,10,68.48663710907876,A,25,34,157.89111045234063,3.473684210526316,548.4638573607622,30.47021429782012,0.05263037015078021,7.5,16,1,0,0,17,0,0,0,0,0,115,30,8,True,True
code_samples_n5/problem_009_all_o_one_data_structure/senior_run2.py,senior,9,2,432,All O'one Data Structure,Hard,System Design,2.3636363636363638,8,26,11,66.56021770539687,A,34,47,239.11075353876598,5.58,1334.2380047463141,74.12433359701745,0.07970358451292199,7.54,15,1,0,0,16,0,0,0,0,0,124,29,12,True,True
code_samples_n5/problem_009_all_o_one_data_structure/senior_run3.py,senior,9,3,432,All O'one Data Structure,Hard,System Design,2.090909090909091,5,23,11,68.62721353445193,A,23,31,140.2304206377674,3.5294117647058822,494.93089636859077,27.496160909366154,0.04674347354592247,7.06,19,1,0,0,20,0,0,0,0,0,120,31,10,True,True
code_samples_n5/problem_009_all_o_one_data_structure/senior_run4.py,senior,9,4,432,All O'one Data Structure,Hard,System Design,2.3,5,23,10,67.71715544818471,A,25,34,157.89111045234063,3.473684210526316,548.4638573607622,30.47021429782012,0.05263037015078021,7.88,13,1,0,0,14,0,0,0,0,0,114,27,9,True,True
code_samples_n5/problem_009_all_o_one_data_structure/senior_run5.py,senior,9,5,432,All O'one Data Structure,Hard,System Design,2.3,5,23,10,68.46218491926115,A,26,34,159.81495041679716,4.052631578947368,647.67111484702,35.98172860261222,0.05327165013893238,7.5,17,1,0,0,18,0,0,0,0,0,120,30,14,True,True
code_samples_n5/problem_011_longest_palindromic_substring/vibecoder_run1.py,vibecoder,11,1,5,Longest Palindromic Substring,Medium,Dynamic Programming,11.5,12,23,2,51.43969074303161,A,32,77,385.0,7.28,2802.8,155.7111111111111,0.12833333333333333,7.0,5,1,0,0,6,0,0,0,0,0,17,0,0,False,True
code_samples_n5/problem_011_longest_palindromic_substring/vibecoder_run2.py,vibecoder,11,2,5,Longest Palindromic Substring,Medium,Dynamic Programming,5.5,6,11,2,64.4719589818434,A,13,14,51.80615605397529,2.8125,145.70481390180552,8.09471188343364,0.01726871868465843,7.0,2,1,0,0,3,0,0,0,0,0,10,0,0,False,True
code_samples_n5/problem_011_longest_palindromic_substring/vibecoder_run3.py,vibecoder,11,3,5,Longest Palindromic Substring,Medium,Dynamic Programming,8.5,9,17,2,58.454446720708916,A,25,42,195.04195997053841,6.588235294117647,1284.9823245117825,71.38790691732125,0.06501398665684614,6.67,3,1,0,0,4,0,0,0,0,0,11,0,0,False,False
code_samples_n5/problem_011_longest_palindromic_substring/vibecoder_run4.py,vibecoder,11,4,5,Longest Palindromic Substring,Medium,Dynamic Programming,5.5,6,11,2,63.86526489061407,A,13,23,85.11011351724513,4.6875,398.95365711208655,22.164092061782586,0.028370037839081708,6.67,2,1,0,0,3,0,0,0,0,0,9,0,0,False,True
code_samples_n5/problem_011_longest_palindromic_substring/vibecoder_run5.py,vibecoder,11,5,5,Longest Palindromic Substring,Medium,Dynamic Programming,11.5,12,23,2,51.43969074303161,A,32,77,385.0,7.28,2802.8,155.7111111111111,0.12833333333333333,8.0,3,1,0,0,4,0,0,0,0,0,19,0,0,False,True
code_samples_n5/problem_011_longest_palindromic_substring/senior_run1.py,senior,11,1,5,Longest Palindromic Substring,Medium,Dynamic Programming,5.333333333333333,6,16,3,76.01515634769845,A,35,57,292.36913196586306,6.576923076923077,1922.8892910062532,106.82718283368074,0.09745637732195435,3.75,13,1,1,0,15,0,0,0,0,0,52,17,6,True,True
code_samples_n5/problem_011_longest_palindromic_substring/senior_run2.py,senior,11,2,5,Longest Palindromic Substring,Medium,Dynamic Programming,6.0,7,18,3,78.64754712086368,A,27,42,199.7052750908657,5.894736842105263,1177.2100426408927,65.40055792449404,0.06656842503028856,4.8,11,1,1,0,13,0,0,0,0,0,48,14,3,True,True
