persona,problem_num,leetcode_id,title,difficulty,category,cc_average,cc_max,cc_total,cc_blocks,mi_score,hal_vocabulary,hal_length,hal_volume,hal_difficulty,hal_effort,hal_time,hal_bugs,pylint_score,pylint_convention,pylint_refactor,pylint_warning,pylint_error,pylint_total_issues,bandit_high,bandit_medium,bandit_low,bandit_total,bandit_confidence_high,lines_of_code,blank_lines,comment_lines,mi_rank,has_docstring,has_type_hints
vibecoder,38,41,First Missing Positive,Hard,String/Array,8.5,9.0,17.0,2.0,58.9673903215326,17.0,32.0,130.79881092001088,5.7272727272727275,749.1204625418806,41.61780347454892,0.04359960364000363,7.86,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,A,False,False
senior,39,76,Minimum Window Substring,Hard,String/Array,13.5,14.0,27.0,2.0,75.43602044252121,42.0,74.0,399.0314892856283,6.681818181818182,2666.255860226698,148.1253255681499,0.13301049642854276,4.86,16.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,55.0,17.0,11.0,A,True,True
vibecoder,39,76,Minimum Window Substring,Hard,String/Array,11.5,12.0,23.0,2.0,48.77431810596927,37.0,73.0,380.29009569091335,7.258064516129032,2933.6664524727603,162.98146958182002,0.12676336523030446,8.33,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,A,False,True
senior,40,239,Sliding Window Maximum,Hard,String/Array,4.5,7.0,18.0,4.0,72.75183116637066,29.0,37.0,179.74529681972018,5.94,1135.2334535982327,63.06852519990181,0.05991509893990673,4.35,12.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,54.0,17.0,5.0,A,True,True
vibecoder,40,239,Sliding Window Maximum,Hard,String/Array,6.5,7.0,13.0,2.0,60.73142266662493,16.0,20.0,80.0,3.409090909090909,312.0,17.333333333333332,0.02666666666666667,7.14,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,A,False,False
senior,41,17,Letter Combinations of a Phone Number,Medium,Backtracking,4.0,5.0,9.0,2.0,86.94509035212488,12.0,14.0,50.18947501009619,2.25,112.92631877271643,6.273684376262024,0.016729825003365395,4.0,11.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,51.0,12.0,4.0,A,True,True
vibecoder,41,17,Letter Combinations of a Phone Number,Medium,Backtracking,4.5,5.0,9.0,2.0,77.51969689232453,2.0,2.0,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666,4.29,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,A,False,False
senior,42,22,Generate Parentheses,Medium,Backtracking,4.25,5.0,13.0,3.0,84.65193437606342,16.0,33.0,128.92738965508113,4.0,515.7095586203245,28.650531034462475,0.04297579655169371,3.89,8.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,64.0,12.0,3.0,A,True,True
vibecoder,42,22,Generate Parentheses,Medium,Backtracking,1.5,2.0,3.0,2.0,61.701684234881185,14.0,24.0,91.37651812938249,3.2,292.404858014024,16.244714334112444,0.03045883937646083,7.69,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,A,False,False
senior,43,39,Combination Sum,Medium,Backtracking,4.0,5.0,12.0,3.0,85.12192057478195,14.0,17.0,64.72503367497926,4.125,266.99076390928946,14.832820217182748,0.021575011224993085,0.0,21.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,65.0,15.0,7.0,A,True,True
vibecoder,43,39,Combination Sum,Medium,Backtracking,1.5,2.0,3.0,2.0,60.69601225201207,13.0,18.0,66.60791492653966,3.75,249.77968097452373,13.876648943029096,0.022202638308846556,8.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,A,False,False
senior,44,46,Permutations,Medium,Backtracking,3.3333333333333335,4.0,10.0,3.0,82.22177659354182,10.0,12.0,38.03910001730775,1.5,54.81181356564148,3.0451007536467487,0.012679700005769252,3.0,13.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,6.0,A,True,True
vibecoder,44,46,Permutations,Medium,Backtracking,4.5,5.0,9.0,2.0,67.71147672459561,9.0,11.0,34.86917501586544,1.0,34.86917501586544,1.937176389770302,0.011623058338621813,5.56,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,A,False,False
senior,45,78,Subsets,Medium,Backtracking,2.3333333333333335,3.0,7.0,3.0,91.91411852538893,5.0,5.0,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034,0.0,14.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,5.0,A,True,True
vibecoder,45,78,Subsets,Medium,Backtracking,4.5,5.0,9.0,2.0,67.69291899960024,7.0,9.0,25.26619429851844,1.2,30.319433158222125,1.6844129532345624,0.008422064766172813,7.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,A,False,False
